Series,Location,Rock Type,K,Ti,Sr,P,Rb,Nb,Ba,Zr,Ce,Th,Y,La
Orogenic,Spain (Betics),Lamproite,4.687768515108229,3.7172359912282444,2.739572344450092,3.589274748561217,2.651278013998144,1.3979400086720377,3.2773799746672547,2.519827993775719,2.4742162640762553,1.8808135922807914,1.1139433523068367,1.8388490907372552
Orogenic,Spain (Betics),Lamproite,4.8685204205055275,4.02813674091852,2.9395192526186187,3.7117667492224298,2.8432327780980096,1.6901960800285136,3.4046627008737222,2.986323777050765,2.503790683057181,2.1072099696478683,1.4471580313422192,2.0681858617461617
Orogenic,Spain (Betics),Lamproite,4.927730585622532,4.01071284900178,2.806179973983887,3.795220779381366,2.9304395947667,1.6720978579357175,3.284881714655453,2.9390197764486663,2.423245873936808,2.113943352306837,1.376576957056512,1.9822712330395684
Orogenic,Spain (Betics),Lamproite,4.914765608458164,3.9925605866573237,2.7466341989375787,3.689102764586486,2.8674674878590514,1.6127838567197355,3.274850320016665,2.928907690243953,2.419955748489758,2.03342375548695,1.3856062735983121,1.9777236052888478
Orogenic,Spain (Betics),Lamproite,4.88761336241455,4.015762841738422,2.8721562727482928,3.673308497403254,2.635483746814912,1.6812412373755872,3.311117842662506,2.9566485792052033,2.444044795918076,2.103803720955957,1.416640507338281,2.0
Orogenic,Spain (Betics),Lamproite,4.919130413860614,4.003026020335489,2.8686444383948255,3.6221559749558727,2.937517892017347,1.724275869600789,3.1058506743851435,2.941511432634403,2.525044807036845,2.146128035678238,1.4828735836087537,2.0569048513364727
Orogenic,Spain (Betics),Lamproite,4.905902148126859,3.9925605866573237,2.711807229041191,3.6083676904702395,2.8609366207000937,1.6720978579357175,3.1812717715594614,2.928907690243953,2.5237464668115646,2.093421685162235,1.3710678622717363,2.0827853703164503
Orogenic,Spain (Betics),Lamproite,4.910356489553109,4.000433209757209,3.224014811372864,3.835784394325538,2.788168371141168,1.7558748556724915,3.4263485737875077,2.957607287060095,2.4683473304121573,2.1398790864012365,1.3926969532596658,2.0530784434834195
Orogenic,Spain (Betics),Lamproite,4.873372923299939,3.9680484367799176,3.2265999052073573,3.821728329861077,2.808210972924222,1.7708520116421442,3.4109458586877746,2.9283958522567137,2.436162647040756,2.164352855784437,1.4183012913197455,2.0211892990699383
Orogenic,Spain (Betics),Lamproite,4.745205216561441,4.000433209757209,2.6954816764901977,3.6527219666214763,2.5563025007672873,1.6989700043360187,3.1095785469043866,2.9566485792052033,2.3979400086720375,2.093421685162235,1.4487063199050798,1.954242509439325
Orogenic,Spain (Betics),Lamproite,4.901401646900183,3.987231753152257,2.9232440186302764,3.700582582269916,2.788168371141168,1.8195439355418688,3.5153438930883807,2.9960736544852753,2.5024271199844326,2.247973266361807,1.5314789170422551,2.0453229787866576
Orogenic,Spain (Betics),Lamproite,4.863613086010783,3.926935851265006,3.143327129992046,3.766989540281112,2.7075701760979363,1.9493900066449128,3.5901728315963144,3.0056094453602804,2.484299839346786,2.342422680822206,1.568201724066995,2.0492180226701815
Orogenic,Spain (Betics),Lamproite,4.822220400852558,4.003026020335489,2.832508912706236,3.692963185399724,2.4771212547196626,1.6812412373755872,3.3805730030668872,2.888179493918325,2.3654879848909,2.0644579892269186,1.354108439147401,1.9294189257142926
Orogenic,Spain (Betics),Lamproite,4.88761336241455,4.069972809966102,2.7664128471123997,3.626656476182549,2.681241237375587,1.6812412373755872,3.274388795550379,2.9459607035775686,2.4913616938342726,2.1367205671564067,1.3729120029701065,2.0492180226701815
Orogenic,Spain (Betics),Lamproite,4.817855595450108,3.9509030070219,2.7323937598229686,3.5989261342373977,2.824125833916549,1.6127838567197355,3.2166935991697545,2.8561244442423,2.4224256763712044,2.0346284566253203,1.3424226808222062,2.0008677215312267
Orogenic,Spain (Betics),Lamproite,4.74390687633616,3.798906037679564,2.7708520116421442,3.584367414066473,2.5563025007672873,1.462397997898956,3.3224260524059526,2.6314437690131722,2.2902572693945182,2.0273496077747564,1.2787536009528289,1.8904210188009143
Orogenic,Spain (Betics),Lamproite,4.893181316653492,4.003026020335489,2.8524799936368566,3.685207720702962,2.813580988568192,1.5440680443502757,3.277150613963797,2.9745116927373285,2.4545399849648186,2.079904467666721,1.462397997898956,2.1072099696478683
Orogenic,Spain (Betics),Lamproite,4.676526442653639,3.6862017574882757,2.8068580295188172,3.5206983341970957,2.550228353055094,1.4771212547196624,3.258397804095509,2.5599066250361124,2.2105860249051563,1.8987251815894934,1.380211241711606,1.8524799936368563
Orogenic,Spain (Betics),Lamproite,4.5645526832097065,3.5558679889932696,2.606381365110605,3.241944733244267,2.3729120029701067,1.2041199826559248,3.040602340114073,2.3138672203691533,2.0791812460476247,1.6434526764861874,1.462397997898956,1.4471580313422192
Orogenic,Spain (Betics),Lamproite,4.739331873346255,3.7863169103715437,2.7589118923979736,3.564164027978186,2.60422605308447,1.545307116465824,3.3121773564397787,2.6291036501771363,2.316871567348347,1.9981285071282664,1.3521825181113625,1.8932622858879913
Orogenic,Spain (Betics),Lamproite,4.795348254452256,3.9845426146414757,2.756636108245848,3.692963185399724,2.606381365110605,1.7435097647284297,3.2612628687924934,2.9474827365569185,2.3800664527514708,2.122969094393747,1.414973347970818,1.9432966145666548
Orogenic,Spain (Betics),Lamproite,4.886210148005111,3.9175958250108622,2.94546858513182,3.846710617948154,2.611723308007342,1.7481880270062005,3.440279213235588,2.7768464086952993,2.31722734917642,2.050843580956919,1.5224442335063197,1.9334872878487055
Orogenic,Spain (Betics),Lamproite,4.849570008627315,3.942069594394063,2.673020907128896,3.5149460053080044,2.8195439355418688,1.7551122663950711,3.196452541703389,2.9966867556001713,2.4126285205443754,2.1140101617034617,1.4785664955938433,1.9786369483844743
Orogenic,Spain (Betics),Lamproite,4.8106678715331785,3.9736163910188598,2.864511081058392,3.677311239856928,2.658964842664435,1.8027737252919758,3.6219029608912305,2.9933921374490025,2.4304943054463584,2.1636085634310516,1.4502491083193612,1.9811841373983543
Orogenic,Italy (Tuscany) V.EOM,Lamproite,4.804491633892127,3.9300050829926825,2.8048206787211623,3.484982781930561,2.7715874808812555,1.6020599913279623,3.0622058088197126,2.8830933585756897,2.4913616938342726,2.060697840353612,1.4771212547196624,2.155336037465062
