Series,Location,Rock Type,K,Ti,Sr,P,Rb,Nb,Ba,Zr,Ce,Th,Y,La
Orogenic,China,Lamproite,68068.2,9110.88,688.0,3927.6,785.0,70.7,2151.0,917.0,329.0,184.1,32.7,143.0
Orogenic,China,Lamproite,66740.04,9530.46,844.0,5498.64,871.0,65.8,3167.0,983.0,347.0,219.1,35.5,140.0
Orogenic,China,Lamproite,68649.27,9590.4,1072.0,5236.8,564.0,73.8,3819.0,1000.0,344.0,202.3,35.4,141.0
Orogenic,China,Lamproite,69396.36,9710.28,911.0,6022.32,538.0,70.9,3336.0,935.0,361.0,213.5,35.6,135.0
Orogenic,China,Lamproite,71471.61,9770.22,861.0,5498.64,529.0,75.0,3263.0,965.0,354.0,139.3,35.5,139.0
Orogenic,China,Lamproite,63917.7,9590.4,855.0,5760.48,811.0,50.4,3287.0,749.0,336.0,231.7,34.5,138.0
Orogenic,China,Lamproite,69064.32,9650.34,790.0,5062.24,795.0,80.6,2968.0,853.0,361.0,198.6,37.4,140.0
Orogenic,Peru,Lamproite,65909.94,9050.94,928.0,5062.24,658.0,34.0,5180.0,755.0,223.0,104.0,32.0,88.0
Orogenic,Canada,Lamproite,88654.68,10309.68,2162.0,7986.12,406.0,24.1,5109.0,440.0,226.5,43.3,21.3,104.7
Orogenic,Canada,Lamproite,74376.96,8511.48,1919.0,6720.56,327.0,21.8,4333.0,436.0,215.9,40.5,23.7,94.6
Orogenic,Macedonia,Lamproite,28721.46,8211.78,921.0,5367.72,185.0,25.0,1593.0,296.3,83.97,21.93,25.7,41.8
Orogenic,Macedonia,Lamproite,28721.46,8211.78,921.0,5367.72,185.0,25.0,1593.0,296.3,83.97,21.21,25.7,41.8
Orogenic,Macedonia,Lamproite,33785.07,7072.92,978.0,5629.56,72.0,25.9,1946.0,287.0,87.63,21.83,23.5,43.93
Orogenic,Macedonia,Lamproite,30215.64,5634.36,1178.0,4538.56,294.0,22.4,1559.0,273.2,110.16,25.12,24.9,56.61
Orogenic,Macedonia,Lamproite,50553.09,8211.78,986.0,6458.72,169.0,25.4,2063.0,431.0,124.21,42.91,20.5,54.79
Orogenic,Macedonia,Lamproite,49806.0,8571.42,957.0,6284.16,224.0,26.7,1975.0,440.2,122.33,44.81,20.2,54.05
Orogenic,Macedonia,Lamproite,57774.96,7072.92,1055.0,6982.4,257.0,21.2,2528.0,324.1,73.58,21.15,22.6,35.77
Orogenic,Macedonia,Lamproite,57359.91,7072.92,1080.0,7156.96,259.0,21.2,2579.0,307.7,80.67,24.67,22.5,37.59
Orogenic,Macedonia,Lamproite,56114.76,6773.22,1113.0,6938.76,217.0,20.3,2463.0,314.8,77.89,21.73,23.6,38.32
Orogenic,Macedonia,Lamproite,51300.18,6653.34,1186.0,6851.48,278.0,19.5,2393.0,300.5,71.46,22.94,21.3,34.16
Orogenic,Macedonia,Lamproite,57359.91,7072.92,1080.0,7156.96,259.0,21.2,2579.0,307.7,80.67,24.67,22.5,37.59
Orogenic,Macedonia,Lamproite,56529.81,7012.98,1031.0,7156.96,267.0,20.8,2422.0,307.0,77.37,23.35,22.5,36.44
Orogenic,Macedonia,Lamproite,56446.8,7072.92,1040.0,7113.32,300.0,20.0,2418.0,298.3,76.25,22.57,22.2,35.99
Orogenic,Macedonia,Lamproite,57774.96,7072.92,1055.0,6982.4,257.0,21.2,2528.0,324.1,73.58,21.15,22.6,35.77
Orogenic,Macedonia,Lamproite,59518.17,6893.1,1055.0,7200.6,244.0,20.7,2542.0,317.1,76.03,21.96,22.4,36.61
Orogenic,Macedonia,Lamproite,56280.78,6893.1,1061.0,7156.96,257.0,21.3,2441.0,316.0,75.83,20.63,22.3,36.16
Orogenic,Macedonia,Lamproite,54786.6,6833.16,1027.0,6895.12,284.0,21.0,2356.0,318.4,73.94,20.95,22.6,35.9
Orogenic,Macedonia,Lamproite,55865.73,6833.16,987.0,6851.48,248.0,21.1,2295.0,300.3,77.56,24.1,22.8,36.48
Orogenic,Macedonia,Lamproite,55035.63,6953.04,1105.0,7200.6,344.0,22.1,2554.0,313.9,79.6,24.15,22.3,37.32
Orogenic,Macedonia,Lamproite,48892.89,6713.28,1452.0,4625.84,224.0,23.4,2446.0,487.1,200.11,64.27,24.4,90.84
Orogenic,Macedonia,Lamproite,46900.65,7192.8,1424.0,5193.16,277.0,22.3,2506.0,503.6,210.52,70.27,24.8,91.84
Orogenic,Macedonia,Lamproite,48892.89,6713.28,1452.0,4625.84,224.0,23.4,2446.0,487.1,200.11,64.27,24.4,90.84
Orogenic,Macedonia,Lamproite,46900.65,6533.46,1403.0,4582.2,216.0,20.9,2326.0,436.5,199.06,59.79,23.1,87.25
Orogenic,Macedonia,Lamproite,48892.89,6653.34,1531.0,4844.04,231.0,23.5,2576.0,501.5,214.39,71.61,26.0,98.51
Orogenic,Macedonia,Lamproite,47730.75,6653.34,1458.0,4800.4,219.0,23.1,2419.0,484.6,207.18,64.16,26.5,94.88
Orogenic,Macedonia,Lamproite,51051.15,7012.98,1520.0,4931.32,254.0,25.6,2663.0,548.1,215.17,72.09,29.9,123.15
Orogenic,Macedonia,Lamproite,43248.21,7132.86,1324.0,7156.96,194.0,27.8,2398.0,357.4,118.89,29.53,27.9,59.34
Orogenic,Macedonia,Lamproite,44078.31,7132.86,1308.0,7156.96,226.0,26.8,2356.0,339.7,116.53,27.49,27.5,57.65
Orogenic,Macedonia,Lamproite,28970.49,15464.52,1369.0,8247.96,224.0,30.7,4132.0,466.3,195.84,24.94,21.6,104.57
Orogenic,Macedonia,Lamproite,51881.25,13306.68,1525.0,7418.8,342.0,30.8,4102.0,423.7,232.29,22.82,22.1,117.68
Orogenic,Macedonia,Lamproite,54620.58,14145.84,1505.0,7549.72,414.0,31.5,4253.0,433.4,214.36,22.58,21.3,107.81
Orogenic,Macedonia,Lamproite,52130.28,13126.86,1530.0,7331.52,283.0,29.9,4006.0,425.4,230.36,25.49,22.7,119.35
Orogenic,Macedonia,Lamproite,32622.93,5214.78,641.0,2443.84,136.0,19.5,1247.0,206.5,85.61,12.39,17.0,37.67
Orogenic,Macedonia,Lamproite,52794.36,13366.62,1474.0,7331.52,360.0,32.9,3968.0,385.7,228.12,23.03,21.3,106.12
Orogenic,Macedonia,Lamproite,24819.99,15164.82,1127.0,8160.68,294.0,32.6,3720.0,411.6,211.49,20.14,20.7,96.69
Orogenic,Macedonia,Lamproite,28223.4,14325.66,1148.0,8029.76,304.0,33.7,3153.0,412.8,217.79,22.5,22.0,102.21
Orogenic,Macedonia,Lamproite,55035.63,6953.04,1105.0,7200.6,344.0,22.1,2554.0,313.9,79.6,24.15,22.3,37.32
Orogenic,Macedonia,Lamproite,51632.22,6953.04,995.0,7026.04,251.0,19.7,2436.0,295.2,78.26,24.0,22.2,37.55
Orogenic,Macedonia,Lamproite,49806.0,8571.42,957.0,6284.16,224.0,26.7,1975.0,440.2,122.33,44.81,20.2,54.05
Orogenic,Macedonia,Lamproite,50553.09,8211.78,986.0,6458.72,169.0,25.4,2063.0,431.0,124.21,42.91,20.5,54.79
Orogenic,Macedonia,Lamproite,51964.26,8751.24,1075.0,6327.8,330.0,28.3,2317.0,470.2,136.71,45.85,21.6,60.67
Orogenic,Macedonia,Lamproite,49889.01,8631.36,976.0,6327.8,223.0,24.0,2042.0,411.3,119.51,39.27,19.9,51.85
Orogenic,Macedonia,Lamproite,39512.76,8391.6,953.0,6153.24,280.0,25.2,2028.0,415.2,106.12,41.25,17.5,46.5
Orogenic,Macedonia,Lamproite,43248.21,7132.86,1324.0,7156.96,194.0,27.8,2398.0,357.4,118.89,29.53,27.9,59.34
Orogenic,Macedonia,Lamproite,44078.31,7132.86,1308.0,7156.96,226.0,26.8,2356.0,339.7,116.53,27.49,27.5,57.65
Orogenic,Macedonia,Lamproite,27144.27,8631.36,1961.0,4145.8,108.0,23.0,2577.0,281.0,212.84,30.16,24.0,115.1
Orogenic,Macedonia,Lamproite,30215.64,5634.36,1178.0,4538.56,294.0,22.4,1559.0,273.2,110.16,25.12,24.9,56.61
Orogenic,Macedonia,Lamproite,56612.82,8631.36,1091.0,6196.88,372.0,27.0,2292.0,478.0,126.0,52.0,21.0,56.0
Orogenic,Macedonia,Lamproite,50387.07,12827.16,1712.0,7549.72,389.0,34.0,4189.0,409.0,248.0,28.9,26.0,135.0
Orogenic,Macedonia,Lamproite,46900.65,3356.64,1067.0,3142.08,238.0,18.0,1785.0,222.0,111.0,39.5,21.0,66.0
Orogenic,Macedonia,Lamproite,46734.63,7192.8,1624.0,4974.96,217.0,24.0,2813.0,528.0,222.0,76.5,26.0,109.0
Orogenic,Macedonia,Lamproite,43580.25,5394.6,1392.0,4844.04,234.0,26.0,2578.0,308.0,127.0,32.6,24.0,74.0
Orogenic,Macedonia,Lamproite,51466.2,8511.48,1687.0,6196.88,316.0,25.0,3496.0,501.0,227.0,56.1,25.0,110.0
Orogenic,Macedonia,Lamproite,46900.65,4315.68,774.0,3927.6,339.0,18.0,1027.0,275.0,63.0,28.6,25.0,36.0
Orogenic,Macedonia,Lamproite,58190.01,6893.1,1141.0,7069.68,360.0,21.0,2833.0,312.0,85.0,25.7,25.0,44.0
Orogenic,Macedonia,Lamproite,56612.82,6833.16,1120.0,6764.2,389.0,22.0,2581.0,310.0,72.0,29.0,23.0,36.0
Orogenic,Macedonia,Lamproite,57359.91,7132.86,1269.0,7506.08,362.0,23.0,2711.0,315.0,85.0,25.6,24.0,46.0
Orogenic,Macedonia,Lamproite,33204.0,5814.18,1487.0,5018.6,188.0,24.0,1927.0,289.0,141.0,30.2,26.0,76.0
Orogenic,Macedonia,Lamproite,22329.69,6773.22,1064.0,5542.28,967.0,25.0,1730.0,279.0,89.0,21.9,23.0,51.0
Orogenic,Macedonia,Lamproite,46734.63,5514.48,975.0,6720.56,159.0,15.0,2188.0,226.0,75.0,18.9,20.0,42.0
Orogenic,Macedonia,Lamproite,47647.74,7252.74,1548.0,4058.52,399.0,17.0,2430.0,360.0,106.0,32.0,22.0,52.0
Orogenic,Macedonia,Lamproite,69064.32,7012.98,5083.0,1963.8,1046.0,26.0,3380.0,336.0,168.0,49.4,31.0,88.0
Orogenic,Macedonia,Lamproite,25567.08,13006.98,933.0,3840.32,163.0,61.0,3511.0,988.0,186.0,36.0,17.0,97.0
Orogenic,Macedonia,Lamproite,25152.03,12467.52,1101.0,4276.72,85.0,53.0,3268.0,897.0,158.0,28.8,20.0,81.0
Orogenic,Serbia,Lamproite,36192.36,8691.3,538.0,2269.28,180.0,33.4,731.0,562.8,143.27,39.74,21.8,57.7
Orogenic,Serbia,Lamproite,24072.9,13186.8,746.0,3447.56,148.0,56.3,3204.0,835.5,185.33,31.02,16.7,80.64
Orogenic,Serbia,Lamproite,54371.55,8571.42,1165.0,2967.52,278.0,32.0,1160.0,691.0,203.0,41.9,42.0,98.8
Orogenic,Serbia,Lamproite,35362.26,5334.66,1250.0,5716.84,119.0,14.0,2060.0,214.7,73.1,18.2,26.0,37.2
Orogenic,Serbia,Lamproite,38350.62,8811.18,793.0,2836.6,170.0,36.0,1268.0,673.7,183.04,58.09,22.8,76.42
Orogenic,Serbia,Lamproite,10210.23,8631.36,740.0,3011.16,319.0,30.3,1953.0,546.5,197.6,50.6,56.0,82.2
Orogenic,Serbia,Lamproite,54039.51,6473.52,307.0,2880.24,260.0,34.3,1853.0,477.6,154.0,18.5,21.0,62.8
Orogenic,Bulgaria,Lamproite,65494.89,7612.38,671.0,6589.64,409.0,35.0,3580.0,428.0,130.0,49.3,26.6,60.7
Orogenic,Bulgaria,Lamproite,62589.54,9350.64,630.0,8684.36,402.0,32.0,3380.0,272.0,139.0,53.2,28.4,65.0
Orogenic,Bulgaria,Lamproite,63751.68,7492.5,748.0,7418.8,374.0,31.5,3825.0,296.0,198.0,37.3,36.1,91.1
Orogenic,Bohemian Massif,Lamproite,83010.0,14565.42,1400.0,5629.56,447.0,52.2,2720.0,2070.0,223.0,274.0,35.9,93.2
Orogenic,Bohemian Massif,Lamproite,83840.1,11988.0,917.0,4276.72,370.0,69.8,1130.0,1420.0,271.0,155.0,34.9,104.0
Orogenic,Bohemian Massif,Lamproite,62755.56,5454.54,2420.0,6065.96,185.0,19.6,6590.0,512.0,487.0,52.3,31.0,231.0
Orogenic,Bohemian Massif,Lamproite,74542.98,6713.28,2480.0,5673.2,139.0,15.1,5050.0,531.0,496.0,30.4,23.4,250.0
Orogenic,Bohemian Massif,Lamproite,79108.53,13366.62,2380.0,11128.2,235.0,58.5,5890.0,1450.0,478.0,83.6,45.9,222.0
Orogenic,Bohemian Massif,Lamproite,78859.5,10669.32,1360.0,8553.44,294.0,34.1,5300.0,854.0,259.0,76.7,25.5,126.0
Orogenic,Bohemian Massif,Lamproite,59767.2,4675.32,1180.0,4931.32,267.0,49.3,5050.0,350.0,214.0,73.8,26.8,100.0
Orogenic,Bohemian Massif,Lamproite,68815.29,3296.7,1030.0,4407.64,271.0,38.1,4730.0,272.0,170.0,62.1,23.4,81.5
Orogenic,Bohemian Massif,Lamproite,64166.73,3296.7,1230.0,3753.04,173.0,26.9,3620.0,220.0,165.0,56.3,24.6,81.4
Orogenic,Bohemian Massif,Lamproite,87990.6,5634.36,1040.0,4974.96,358.0,132.0,4540.0,1700.0,391.0,236.0,29.2,169.0
Orogenic,Bohemian Massif,Lamproite,88820.7,5034.96,490.0,2705.68,373.0,108.0,2070.0,1640.0,215.0,230.0,26.2,101.0
Orogenic,Bohemian Massif,Lamproite,92141.1,8811.18,1460.0,2662.04,327.0,110.0,3550.0,1700.0,432.0,48.2,19.7,197.0
Orogenic,Bohemian Massif,Lamproite,78693.48,8151.84,1410.0,2618.4,309.0,136.0,5600.0,1601.0,475.0,127.0,32.9,228.0
Orogenic,Bohemian Massif,Lamproite,79108.53,13366.62,2379.8,11128.2,235.3,58.5,5888.0,1448.1,478.1,83.6,45.9,222.6
Orogenic,Bohemian Massif,Lamproite,75622.11,13786.2,1953.7,9382.6,227.4,57.2,1885.0,1481.1,429.0,44.2,44.1,203.2
Anorogenic,Australia,Lamproite,57193.89,27212.76,1344.0,3753.04,338.0,98.0,3183.0,1146.0,323.0,19.5,15.0,185.0
Anorogenic,Australia,Lamproite,42667.14,27392.58,1385.0,3360.28,376.0,110.0,3377.0,1073.0,293.0,25.0,23.0,182.0
Anorogenic,Australia,Lamproite,41671.02,28291.68,1382.0,3229.36,647.0,96.0,7206.0,1092.0,294.0,18.4,17.0,164.0
Anorogenic,Australia,Lamproite,13364.61,29490.48,1362.0,3534.84,329.0,113.0,3065.0,1077.0,370.0,21.7,19.0,207.0
Anorogenic,Australia,Olivine-Leucite-Diopside Lamproite,57193.89,27212.76,1344.0,3753.04,338.0,98.0,3183.0,1146.0,323.0,19.5,15.0,185.0
Anorogenic,Australia,Olivine-Leucite-Diopside Lamproite,42667.14,27392.58,1385.0,3360.28,376.0,110.0,3377.0,1073.0,293.0,25.0,23.0,182.0
Anorogenic,Australia,Leucite Lamproite,41671.02,28291.68,1382.0,3229.36,647.0,96.0,7206.0,1092.0,294.0,18.4,17.0,164.0
Anorogenic,Australia,Olivine-Leucite-Diopside Lamproite,13364.61,29490.48,1362.0,3534.84,329.0,113.0,3065.0,1077.0,370.0,21.7,19.0,207.0
Anorogenic,Australia,Lamproite,40259.85,16783.2,1041.0,4102.16,288.0,194.0,1579.0,590.0,249.0,18.0,20.0,123.0
Anorogenic,Australia,Lamproite,48643.86,18221.76,755.0,4451.28,208.0,217.0,2368.0,888.0,239.0,17.0,23.0,104.0
Anorogenic,Australia,Lamproite,93220.23,38481.48,1999.0,10342.68,711.0,244.0,4124.0,2340.0,967.0,57.0,37.0,589.0
Anorogenic,Australia,Lamproite,61178.37,45134.82,1996.0,8815.28,653.0,299.0,17084.0,2472.0,1045.0,74.0,38.0,486.0
Anorogenic,Australia,Lamproite,73961.91,48731.22,1722.0,8640.72,694.0,308.0,11273.0,2611.0,1734.0,102.0,38.0,716.0
Anorogenic,Australia,Lamproite,54205.53,40998.96,1897.0,5978.68,666.0,254.0,22076.0,2102.0,719.0,55.0,33.0,336.0
Anorogenic,Australia,Lamproite,64166.73,35064.9,1640.0,7593.36,342.0,151.0,7149.0,1926.0,718.0,35.0,15.0,385.0
Anorogenic,Australia,Lamproite,81598.83,39860.1,1875.0,9033.48,649.0,276.0,21947.0,1831.0,510.0,59.0,29.0,520.0
Anorogenic,Australia,Lamproite,82594.95,31828.14,996.0,7462.44,259.0,116.0,15.46,1467.0,570.0,27.0,19.0,386.0
Anorogenic,Australia,Lamproite,89650.8,33206.76,1254.0,6153.24,318.0,129.0,5716.0,1633.0,749.0,28.0,18.0,435.0
Anorogenic,Australia,Lamproite,80851.74,35184.78,1625.0,7986.12,404.0,138.0,8002.0,1939.0,767.0,33.0,34.0,488.0
Anorogenic,Australia,Lamproite,83010.0,34285.68,1930.0,5978.68,315.0,135.0,12059.0,1865.0,789.0,27.0,19.0,441.0
Anorogenic,Australia,Lamproite,86330.4,33866.1,1861.0,5455.0,341.0,132.0,15264.0,1784.0,769.0,32.0,19.0,473.0
Anorogenic,Australia,Lamproite,70392.48,44115.84,1600.0,6284.16,550.0,300.0,7970.0,1800.0,950.0,30.0,40.0,600.0
Anorogenic,Australia,Lamproite,36026.34,27752.22,1613.0,6284.16,538.0,259.0,4906.0,1371.0,669.0,98.0,29.0,511.0
Anorogenic,Australia,Lamproite,54454.56,19180.8,1700.0,11826.44,400.0,150.0,17020.0,1200.0,700.0,60.0,27.0,450.0
Anorogenic,Australia,Lamproite,47232.69,22837.14,1491.0,7244.24,554.0,181.0,8071.0,1470.0,926.0,64.0,17.0,512.0
Anorogenic,Australia,Lamproite,40591.89,20439.54,1455.0,7156.96,383.0,166.0,11986.0,1244.0,783.0,52.0,16.0,449.0
Anorogenic,Australia,Lamproite,43663.26,21218.76,1430.0,7898.84,607.0,175.0,7317.0,1378.0,888.0,62.0,14.0,471.0
Anorogenic,Australia,Lamproite,30132.63,23316.66,1271.0,6502.36,392.0,159.0,16187.0,1163.0,622.0,43.0,13.0,393.0
Anorogenic,Australia,Lamproite,34034.1,16063.92,959.0,2705.68,386.0,118.0,10093.0,564.0,261.0,18.0,16.0,185.0
Anorogenic,Australia,Lamproite,64249.74,32427.54,1075.0,2792.96,1459.0,123.0,31447.0,1238.0,368.0,14.0,19.0,308.0
Anorogenic,Australia,Lamproite,39346.74,19960.02,1341.0,12437.4,751.0,224.0,13465.0,723.0,742.0,58.0,19.0,372.0
Anorogenic,Australia,Lamproite,41089.95,19840.14,1284.0,6982.4,500.0,232.0,27674.0,807.0,591.0,68.0,19.0,366.0
Anorogenic,Australia,Lamproite,30713.7,18341.64,1075.0,6153.24,500.0,197.0,23990.0,777.0,556.0,51.0,14.0,396.0
Anorogenic,Australia,Lamproite,26231.16,19120.86,1124.0,7069.68,447.0,199.0,12825.0,843.0,680.0,57.0,16.0,400.0
Anorogenic,Australia,Lamproite,54039.51,19180.8,943.0,4931.32,494.0,168.0,9416.0,902.0,767.0,72.0,19.0,427.0
Anorogenic,Australia,Lamproite,34200.12,20859.12,1359.0,7244.24,526.0,188.0,12286.0,958.0,763.0,68.0,17.0,437.0
Anorogenic,Australia,Lamproite,54371.55,35604.36,1296.0,10779.08,373.0,283.0,9954.0,1914.0,1173.0,72.0,29.0,648.0
Anorogenic,Australia,Lamproite,48643.86,31348.62,1140.0,6851.48,261.0,180.0,9048.0,1129.0,600.0,53.0,17.0,335.0
Anorogenic,Australia,Lamproite,36275.37,29490.48,1833.0,7287.88,527.0,309.0,24572.0,1525.0,760.0,83.0,37.0,419.0
Anorogenic,Australia,Lamproite,71969.67,33686.28,1398.0,3883.96,331.0,154.0,18.07,1287.0,491.0,31.0,21.0,285.0
Anorogenic,Australia,Lamproite,70807.53,33985.98,1538.0,5411.36,1060.0,94.0,11485.0,1371.0,463.0,24.0,14.0,304.0
Anorogenic,Australia,Lamproite,77033.28,32247.72,1084.0,4451.28,238.0,93.0,8325.0,1280.0,463.0,17.0,16.0,323.0
Anorogenic,Australia,Lamproite,75954.15,41118.84,1078.0,3054.8,398.0,136.0,11968.0,1491.0,386.0,26.0,21.0,324.0
Anorogenic,Australia,Lamproite,116629.05,3716.28,82.0,392.76,424.0,13.0,6113.0,186.0,115.0,18.0,16.0,165.0
Anorogenic,Australia,Lamproite,54786.6,22717.26,1601.0,6633.28,192.0,167.0,11523.0,1079.0,783.0,52.0,28.0,552.0
Anorogenic,Australia,Lamproite,73048.8,33985.98,777.0,3273.0,341.0,166.0,11253.0,1225.0,355.0,27.0,15.0,245.0
Anorogenic,Australia,Lamproite,69479.37,34645.32,835.0,4189.44,328.0,181.0,9660.0,1233.0,325.0,27.0,16.0,212.0
Anorogenic,Australia,Lamproite,96872.67,35364.6,1416.0,6589.64,245.0,117.0,8.56,1147.0,450.0,23.0,19.0,317.0
Anorogenic,Australia,Lamproite,77697.36,36803.16,1196.0,3971.24,338.0,122.0,16710.0,1250.0,303.0,16.0,18.0,295.0
Anorogenic,Australia,Lamproite,72882.78,32487.48,924.0,3011.16,219.0,108.0,10089.0,989.0,290.0,18.0,13.0,269.0
Anorogenic,Australia,Lamproite,74044.92,40879.08,1040.0,6022.32,287.0,150.0,16411.0,1192.0,400.0,27.0,19.0,351.0
Anorogenic,Australia,Lamproite,69728.4,24994.98,1038.0,4058.52,512.0,81.0,7158.0,927.0,266.0,17.0,7.0,172.0
Anorogenic,Australia,Lamproite,80187.66,39979.98,1120.0,6502.36,446.0,227.0,7222.0,1618.0,1028.0,64.0,36.0,637.0
Anorogenic,Australia,Lamproite,64581.78,30809.16,1139.0,5018.6,316.0,148.0,11516.0,1167.0,261.0,30.0,20.0,201.0
Anorogenic,Australia,Lamproite,68151.21,29610.36,1130.0,5236.8,293.0,130.0,5245.0,1026.0,225.0,26.0,19.0,174.0
Anorogenic,Australia,Lamproite,87824.58,40819.14,914.0,6982.4,271.0,167.0,14445.0,1301.0,410.0,35.0,30.0,311.0
Anorogenic,Australia,Lamproite,77697.36,32547.42,1104.0,2662.04,182.0,102.0,6084.0,1102.0,461.0,23.0,18.0,229.0
Anorogenic,Australia,Lamproite,60846.33,31468.5,1084.0,4407.64,135.0,134.0,7542.0,1240.0,390.0,21.0,21.0,218.0
Anorogenic,Australia,Lamproite,70641.51,32067.9,1192.0,5105.88,525.0,134.0,9401.0,1066.0,291.0,28.0,17.0,214.0
Anorogenic,Australia,Lamproite,85085.25,39740.22,1111.0,4407.64,228.0,131.0,4461.0,1270.0,469.0,16.0,23.0,371.0
Anorogenic,Australia,Lamproite,60265.26,27812.16,954.0,2094.72,143.0,107.0,6148.0,1042.0,357.0,18.0,17.0,197.0
Anorogenic,Australia,Lamproite,71886.66,34345.62,1174.0,2443.84,177.0,141.0,14094.0,1263.0,449.0,23.0,19.0,246.0
Anorogenic,Australia,Lamproite,88654.68,41118.84,1285.0,5193.16,267.0,119.0,5534.0,1199.0,430.0,24.0,15.0,331.0
Anorogenic,Australia,Lamproite,96374.61,40219.74,1099.0,6502.36,262.0,124.0,5871.0,1167.0,507.0,23.0,22.0,348.0
Anorogenic,Australia,Lamproite,89816.82,42917.04,731.0,8422.52,273.0,136.0,7699.0,1206.0,528.0,21.0,34.0,434.0
Anorogenic,Australia,Lamproite,74709.0,38661.3,1420.0,3142.08,268.0,110.0,14027.0,1214.0,560.0,20.0,15.0,286.0
Anorogenic,Australia,Lamproite,76867.26,39860.1,1420.0,2705.68,275.0,147.0,12763.0,1399.0,539.0,23.0,21.0,296.0
Anorogenic,Australia,Lamproite,88820.7,35304.66,1393.0,2705.68,284.0,114.0,11723.0,1030.0,459.0,21.0,18.0,351.0
Anorogenic,Australia,Lamproite,86911.47,37342.62,1530.0,6153.24,380.0,177.0,8530.0,1493.0,778.0,28.0,27.0,411.0
Anorogenic,Australia,Lamproite,95046.45,42077.88,1337.0,6327.8,381.0,139.0,6351.0,1217.0,585.0,22.0,27.0,419.0
Anorogenic,Australia,Lamproite,72135.69,34045.92,1254.0,2312.92,243.0,118.0,8167.0,1235.0,419.0,22.0,19.0,228.0
Anorogenic,Australia,Lamproite,80270.67,37042.92,1190.0,2836.6,203.0,134.0,11190.0,1311.0,437.0,23.0,21.0,242.0
Anorogenic,Australia,Lamproite,73629.87,30809.16,1269.0,4669.48,224.0,103.0,10193.0,1030.0,420.0,18.0,19.0,381.0
Anorogenic,Australia,Lamproite,78195.42,39140.82,1190.0,3709.4,237.0,91.0,9832.0,1029.0,308.0,19.0,16.0,298.0
Anorogenic,Australia,Lamproite,93137.22,33926.04,1033.0,3142.08,322.0,129.0,10105.0,1215.0,552.0,25.0,18.0,409.0
Anorogenic,Australia,Lamproite,85500.3,31528.44,1085.0,3534.84,252.0,106.0,6652.0,1014.0,479.0,17.0,17.0,342.0
Anorogenic,Australia,Lamproite,87160.5,30929.04,1229.0,8684.36,277.0,112.0,7265.0,1108.0,548.0,23.0,23.0,418.0
Anorogenic,Australia,Lamproite,80519.7,35484.48,1086.0,4233.08,305.0,98.0,11666.0,1103.0,403.0,17.0,16.0,337.0
Anorogenic,Australia,Lamproite,76950.27,36623.34,1057.0,3447.56,313.0,94.0,12363.0,1129.0,394.0,16.0,20.0,317.0
Anorogenic,Australia,Lamproite,85998.36,38541.42,1166.0,2880.24,236.0,100.0,9509.0,1107.0,332.0,23.0,17.0,235.0
Anorogenic,Australia,Lamproite,81266.79,33566.4,1119.0,1701.96,192.0,95.0,8758.0,1007.0,291.0,20.0,16.0,197.0
Anorogenic,Australia,Lamproite,85417.29,38121.84,1191.0,2400.2,248.0,132.0,9622.0,1300.0,446.0,23.0,22.0,241.0
Anorogenic,Australia,Lamproite,86413.41,46333.62,1369.0,2531.12,374.0,148.0,11233.0,1591.0,459.0,21.0,21.0,250.0
Anorogenic,Australia,Lamproite,90065.85,46213.74,1238.0,2487.48,351.0,146.0,14678.0,1595.0,489.0,21.0,20.0,266.0
Anorogenic,Australia,Lamproite,94797.42,33985.98,1712.0,5149.52,308.0,177.0,8678.0,1354.0,764.0,27.0,31.0,436.0
Anorogenic,Australia,Lamproite,61842.45,31588.38,1398.0,4538.56,252.0,164.0,9001.0,1234.0,365.0,25.0,25.0,233.0
Anorogenic,Australia,Lamproite,82677.96,36743.22,1466.0,4189.44,296.0,168.0,15896.0,1346.0,479.0,27.0,21.0,259.0
Anorogenic,Australia,Lamproite,48062.79,23976.0,812.0,1178.28,543.0,105.0,32132.0,1057.0,649.0,37.0,7.0,441.0
Anorogenic,Australia,Lamproite,64581.78,24875.1,1223.0,10648.16,582.0,107.0,15312.0,1598.0,177.0,23.0,9.0,148.0
Anorogenic,Australia,Lamproite,68732.28,31408.56,1600.0,4494.92,395.0,135.0,19754.0,1928.0,277.0,21.0,19.0,283.0
Anorogenic,Australia,Lamproite,72467.73,32907.06,1614.0,5455.0,452.0,143.0,19640.0,2320.0,259.0,25.0,18.0,154.0
Anorogenic,Australia,Lamproite,89069.73,28471.5,1501.0,5716.84,272.0,969.0,11419.0,932.0,298.0,14.0,18.0,219.0
Anorogenic,Australia,Lamproite,72467.73,30269.7,1417.0,2836.6,168.0,104.0,22102.0,969.0,417.0,18.0,18.0,421.0
Anorogenic,Australia,Lamproite,97619.76,36503.46,1734.0,5542.28,293.0,181.0,16244.0,1446.0,801.0,29.0,31.0,450.0
Anorogenic,Australia,Lamproite,100027.05,38061.9,811.0,4494.92,278.0,194.0,18290.0,1427.0,856.0,30.0,32.0,496.0
Anorogenic,Australia,Lamproite,83674.08,38601.36,1382.0,1614.68,330.0,140.0,13245.0,1264.0,501.0,25.0,24.0,277.0
Anorogenic,Australia,Lamproite,81847.86,37642.32,1379.0,2312.92,318.0,127.0,10271.0,1268.0,525.0,24.0,28.0,290.0
